과정명,기관ID,과정ID,회차,등급,만족도,취업률_3개월,취업률_6개월,수강비,실제훈련비,정원,훈련대상,커리큘럼
인공지능 기반 서비스플랫폼 개발자,500020051183,AIG20230000412804,7,,904,,,16335000,16335000,30,K-디지털 트레이닝,
[더존비즈온]Cloud DX Academy,500020055650,AIG20240000501198,2,,00,,,17424000,17424000,30,K-디지털 트레이닝,
[Microsoft] CyberSecurity School,500037517077,AIG20240000459293,4,,939,,,16879500,16879500,30,K-디지털 트레이닝,
MSA기반 자바 백엔드 개발자 양성과정,500020051277,AIG20240000459194,6,,714,,,9189220,9189220,30,K-디지털 트레이닝,
클라우드기반 AI 대화형 서비스 웹개발자 양성,500034233571,AIG20230000455602,14,,937,,,10007710,10007710,30,K-디지털 트레이닝,
심화_생성형 Ai를 활용한 인공지능개발자 부트캠프,500039029321,AIG20240000459397,6,,946,,,5097490,5097490,30,K-디지털 트레이닝,
재직자_실무 프로젝트 기반 MS Azure클라우드 엔지니어링 과정,500037933544,AIG20240000459329,2,,857,,,1089000,1089000,30,K-디지털 트레이닝,
한화시스템 BEYOND SW 캠프 - “청년들의 미래를 이끄는 프로그램”,500020011379,AIG20230000455635,16,,877,,,17424000,17424000,30,K-디지털 트레이닝,
[기업프로젝트] 메타버스 에듀테크 개발자 트랙,500020022702,AIG20230000412667,9,,766,,,10614240,10614240,30,K-디지털 트레이닝,
클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020050017,AIG20240000498172,4,,00,,,9113280,9113280,30,K-디지털 트레이닝,
SK네트웍스 Family AI 캠프,500020011379,AIG20240000459068,15,,751,,,17424000,17424000,30,K-디지털 트레이닝,
프레임워크 & AI 활용 자바 기반 풀스택 멀티플랫폼 웹서비스 개발과정,500020046871,AIG20240000459011,2,,714,,,9493000,9493000,30,K-디지털 트레이닝,
"프로젝트기반 풀스택 개발자 양성 과정(Java,Node,React,Vue)",500020034234,AIG20230000455758,5,,887,,,9097920,9097920,30,K-디지털 트레이닝,
프로젝트 기반 자바 스프링 풀스택 개발자,500020061830,AIG20230000455601,7,,983,,,9097920,9097920,30,K-디지털 트레이닝,
[기업프로젝트] 메타버스 게임 개발자 양성,500020031484,AIG20240000498331,2,,00,,,10632160,10632160,30,K-디지털 트레이닝,
융합_삼정 Future Academy,500020058127,AIG20240000459306,6,,714,,,17569200,17569200,30,K-디지털 트레이닝,
콘텐츠 융합을 위한 자바(JAVA)기반  Full Stack 개발자 양성과정,500020033277,AIG20230000412712,12,,850,,,9097920,9097920,30,K-디지털 트레이닝,
LIG넥스원 The SSEN 임베디드SW 스쿨,500020053280,AIG20240000498211,2,,00,,,18150000,18150000,30,K-디지털 트레이닝,
"자바(파이썬) Full-Stack 개발자 양성 과정(Spring Boot기반의 React,JS활용)",500020041475,AIG20240000498148,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
AWS 클라우드 기반 자바 스프링 백엔드 개발자,500020061830,AIG20230000455599,6,,971,,,9097920,9097920,30,K-디지털 트레이닝,
클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020050017,AIG20240000498172,5,,00,,,9113280,9113280,30,K-디지털 트레이닝,
"빅데이터 서비스 구현을 위한 자바 파이썬 (Java, Python) 개발자 과정",500020027783,AIG20240000498081,5,,00,,,9113280,9113280,30,K-디지털 트레이닝,
AWS Cloud School,500020053280,AIG20230000412826,10,,884,,,19057500,19057500,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020039773,AIG20230000455640,16,,913,,,9097920,9097920,30,K-디지털 트레이닝,
자바&Springboot 크로스 플렛폼(풀스택) 융합 응용SW개발자 양성과정,500020016714,AIG20240000498104,3,,00,,,9018350,9018350,30,K-디지털 트레이닝,
프로젝트 기반 AWS 풀스택 웹 개발자 양성,500020040764,AIG20240000498362,2,,00,,,10081560,10081560,30,K-디지털 트레이닝,
기업요구를 반영한 프로젝트 기반 풀스택 개발자 양성과정,500034282912,AIG20240000459402,7,,1000,,,9113280,9113280,30,K-디지털 트레이닝,
Node.js&React 기반 풀스택(프론트앤드&백앤드) 개발자 양성과정,500020021435,AIG20230000455560,4,,844,,,9477000,9477000,30,K-디지털 트레이닝,
"ChatGPT 활용 금융서비스 백엔드(자바, 스프링) 개발자",500020061830,AIG20240000459065,4,,1000,,,9113280,9113280,30,K-디지털 트레이닝,
자바와 생성형AI를 활용한 차세대 CRM플랫폼 개발,500020013370,AIG20240000498128,3,,00,,,9113280,9113280,30,K-디지털 트레이닝,
기업요구를 반영한 프로젝트 기반 풀스택 개발자 양성과정,500034282912,AIG20240000459402,6,,1000,,,9113280,9113280,30,K-디지털 트레이닝,
심화_ROS2와 AI을 활용한 자율주행&로봇팔 개발자 부트캠프,500039029321,AIG20240000459108,5,,898,,,5123320,5123320,30,K-디지털 트레이닝,
언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,500020060638,AIG20230000412794,11,,625,,,18730800,18730800,30,K-디지털 트레이닝,
클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020050017,AIG20240000498172,6,,00,,,9113280,9113280,30,K-디지털 트레이닝,
"[프로젝트기반]자바 풀스택 개발자(React.js, Springboot, CI/CD 활용)",500020037340,AIG20240000459129,3,,929,,,9113280,9113280,30,K-디지털 트레이닝,
프로젝트 기반 자바 스프링 풀스택 개발자,500020061830,AIG20230000455601,8,,983,,,9097920,9097920,30,K-디지털 트레이닝,
빅데이터를 활용한 오라클 데이터 전문가 양성과정,500020051277,AIG20230000412857,12,,947,,,7657410,7657410,30,K-디지털 트레이닝,
기업요구를 반영한 프로젝트 기반 풀스택 개발자 양성과정,500034282912,AIG20240000459402,5,,1000,,,9113280,9113280,30,K-디지털 트레이닝,
언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,500020060638,AIG20230000412794,12,,625,,,18730800,18730800,30,K-디지털 트레이닝,
[K-디지털]언리얼엔진을 활용한 실감형 가상현실콘텐츠개발,500020033591,AIG20240000498276,2,,00,,,10632160,10632160,30,K-디지털 트레이닝,
클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020054900,AIG20230000455615,11,,922,,,9097920,9097920,30,K-디지털 트레이닝,
기업요구 프로젝트 중심 웹 UIUX 분석 기획 개발자 양성과정,500020014651,AIG20240000498103,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
융합_데이터분석 기술을 활용한 디지털콘텐츠&마케팅 기획,500036090856,AIG20240000459077,5,,00,,,9720830,9720830,30,K-디지털 트레이닝,
무중단 서비스를 위한 클라우드기반 자바풀스택 개발자 과정,500034233571,AIG20240000459414,3,,946,,,10252440,10252440,30,K-디지털 트레이닝,
"생성형 AI 활용 자바 풀스택개발(ChatGPT, Claude, React, Springboot, AWS) 부트캠프",500020055126,AIG20240000498190,3,,00,,,9113280,9113280,30,K-디지털 트레이닝,
클라우드 기반 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,500020050017,AIG20240000498172,7,,00,,,9113280,9113280,30,K-디지털 트레이닝,
생성형 AI를 활용한 영상 웹퍼블리셔&프론트엔드(React) 개발자 양성,500020044103,AIG20240000498108,5,,00,,,8714570,8714570,30,K-디지털 트레이닝,
UXUI 디자인 프론트엔드 부트캠프,500020017427,AIG20240000498253,4,,00,,,9113280,9113280,30,K-디지털 트레이닝,
UXUI디자인 웹 프론트엔드개발 부트캠프(생성형AI 활용/피그마),500020017427,AIG20240000459166,5,,878,,,9113280,9113280,30,K-디지털 트레이닝,
MSA기반 자바 백엔드 개발자 양성과정,500020051277,AIG20240000459194,7,,714,,,9189220,9189220,30,K-디지털 트레이닝,
"[BNK부산은행]금융DT 아카데미(생성형AI활용,자바,Spring,Flutter) 개발자 양성과정",500020055650,AIG20240000501204,2,,00,,,18150000,18150000,30,K-디지털 트레이닝,
자바(JAVA) 웹개발자 양성과정(클라우드),500020038200,AIG20240000459242,3,,905,,,9113280,9113280,30,K-디지털 트레이닝,
UXUI디자인 웹 프론트엔드개발 부트캠프(생성형AI 활용/피그마),500020017427,AIG20240000459166,6,,878,,,9113280,9113280,30,K-디지털 트레이닝,
"(기업연계프로젝트형)메타버스 콘텐츠(Unity기반 실감형, VR/AR/XR)제작자 양성",500020016714,AIG20230000412736,6,,941,,,9477000,9477000,30,K-디지털 트레이닝,
언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,500020060638,AIG20230000412794,13,,625,,,18730800,18730800,30,K-디지털 트레이닝,
(생성형AI활용)Springboot 기반 웹개발과 Flutter 기반 앱개발 실무양성 심화과정,500020016714,AIG20230000455460,9,,972,,,5103000,5103000,30,K-디지털 트레이닝,
클라우드기반 AI 대화형 서비스 웹개발자 양성,500034233571,AIG20230000455602,13,,937,,,10007710,10007710,30,K-디지털 트레이닝,
MSA기반 자바 백엔드 개발자 양성과정,500020051277,AIG20240000459194,4,,714,,,9189220,9189220,30,K-디지털 트레이닝,
"생성형 AI 활용 자바 풀스택개발(ChatGPT, Claude, React, Springboot, AWS) 부트캠프",500020055126,AIG20240000498190,2,,00,,,9113280,9113280,30,K-디지털 트레이닝,
언리얼5를 이용한 미디어엔터테이먼트 콘텐츠 전문가 양성과정,500020060638,AIG20230000412794,14,,625,,,18730800,18730800,30,K-디지털 트레이닝,
융합_[K-디지털]스마트관광컨벤션 서비스 제공을 위한 메타버스 구현,500020033591,AIG20240000498348,1,,00,,,8733560,8733560,30,K-디지털 트레이닝,
AI를 활용한 유니티 기반 실감형콘텐츠(디지털트윈) 개발자 양성과정,500042181034,AIG20230000412871,5,,684,,,18295200,18295200,30,K-디지털 트레이닝,
"(롯데)기업맞춤형 프로젝트 기반 백엔드 자바, 스프링 웹 SW개발자 양성과정",500020016714,AIG20230000412753,7,,923,,,9477000,9477000,30,K-디지털 트레이닝,
자바&파이썬 빅데이터 플랫폼 웹서비스 개발자,500020038200,AIG20230000412601,6,,888,,,9147840,9147840,30,K-디지털 트레이닝,
"지역인재양성을 위한 MSA기반 크로스 플랫폼(자바,Springboot,Flutter) 개발자 과정",500020016714,AIG20240000498099,1,,00,,,10442300,10442300,30,K-디지털 트레이닝,
(생성형AI활용)Springboot 기반 웹개발과 Flutter 기반 앱개발 실무양성 심화과정,500020016714,AIG20230000455460,10,,972,,,5103000,5103000,30,K-디지털 트레이닝,
"(롯데)기업맞춤형 프로젝트 기반 백엔드 자바, 스프링 웹 SW개발자 양성과정",500020016714,AIG20230000412753,8,,923,,,9477000,9477000,30,K-디지털 트레이닝,
자바&Springboot 크로스 플렛폼(풀스택) 융합 응용SW개발자 양성과정,500020016714,AIG20240000498104,4,,00,,,9018350,9018350,30,K-디지털 트레이닝,
"(기업연계프로젝트형)메타버스 콘텐츠(Unity기반 실감형, VR/AR/XR)제작자 양성",500020016714,AIG20230000412736,7,,941,,,9477000,9477000,30,K-디지털 트레이닝,
텔레칩스 차량용 반도체 임베디드 스쿨,500020053280,AIG20240000459118,2,,538,,,18150000,18150000,32,K-디지털 트레이닝,
(콘텐츠 테크놀러지 1과정) 차세대 가상 엔터테인먼트 콘텐츠 디벨로퍼 양성과정,500044009481,AIG20240000459328,4,,587,,,18876000,18876000,32,K-디지털 트레이닝,
[하나은행] Digital hana 路 (데이터분석/서비스기획),500037517077,AIG20230000412591,7,,847,,,17478450,17478450,32,K-디지털 트레이닝,
[하나은행] Digital hana 路 (데이터분석/서비스기획),500037517077,AIG20230000412591,6,,847,,,17478450,17478450,32,K-디지털 트레이닝,
[다쏘시스템코리아] 카티아(CATIA) 첨단 모빌리티 스쿨,500020024372,AIG20240000501230,1,,00,,,17424000,17424000,32,K-디지털 트레이닝,
AI·빅데이터 전문가 양성과정,500037343589,AIG20240000498184,2,,00,,,17714400,17714400,32,K-디지털 트레이닝,
[End-to-End] AI 개발자 마스터 과정 ,500040793315,AIG20240000498259,2,,00,,,9417050,9417050,32,K-디지털 트레이닝,
인텔 인공지능 응용앱 크리에이터 양성과정,500020053280,AIG20240000459168,2,,00,,,17133600,17133600,32,K-디지털 트레이닝,
(콘텐츠 테크놀러지 1과정) 차세대 가상 엔터테인먼트 콘텐츠 디벨로퍼 양성과정,500044009481,AIG20240000459328,5,,587,,,18876000,18876000,32,K-디지털 트레이닝,
클라우드 기반 정보시스템 구축 전문가 양성,500020011407,AIG20230000412868,6,,912,,,9097920,9097920,33,K-디지털 트레이닝,
[하나은행] Digital hana 路 (금융서비스개발),500037517077,AIG20230000412580,7,,744,,,17696250,17696250,33,K-디지털 트레이닝,
[하나은행] Digital hana 路 (금융서비스개발),500037517077,AIG20230000412580,6,,744,,,17696250,17696250,33,K-디지털 트레이닝,
"Tech 우수 인재를 위한 ML Ops 과정, 한국경제신문 with toss bank (풀스택 합동 프로젝트)",500020048219,AIG20240000458997,2,,643,,,17424000,17424000,34,K-디지털 트레이닝,
"Tech 우수 인재를 위한 풀스택 과정, 한국경제신문 with toss bank (ML Ops 합동 프로젝트)",500020048219,AIG20240000458996,2,,00,,,17424000,17424000,34,K-디지털 트레이닝,
심화_제약바이오 품질 및 데이터분석 전문가 과정,500020045827,AIG20240000459189,4,,833,,,3324240,3324240,34,K-디지털 트레이닝,
재직자_Skill Up 빅데이터 전문가,500020039927,AIG20240000459263,1,,00,,,2178000,2178000,35,K-디지털 트레이닝,
융합_빅데이터를 활용한 디지털금융 전문가,500039652243,AIG20240000498402,1,,00,,,16298700,16298700,36,K-디지털 트레이닝,
융합_K-POP 데이터 드리븐 마케팅 ,500020045827,AIG20240000459229,3,,839,,,4556640,4556640,36,K-디지털 트레이닝,
융합_[한미글로벌] GPMU 부트캠프,500037517077,AIG20240000459415,3,,891,,,10890000,10890000,36,K-디지털 트레이닝,
융합_빅데이터를 활용한 디지털금융 전문가,500039652243,AIG20240000498402,2,,00,,,16298700,16298700,36,K-디지털 트레이닝,
[키움] 디지털 아카데미,500037517077,AIG20240000501213,1,,00,,,10309200,10309200,37,K-디지털 트레이닝,
[스마트훈련]플러터 크로스플랫폼 모바일앱 개발자 실무과정 ,500037143258,AIG20230000455716,3,,961,,,7768200,7768200,38,K-디지털 트레이닝,
[LS] 빅데이터 스쿨,500037517077,AIG20230000412713,4,,835,,,10890000,10890000,39,K-디지털 트레이닝,
심화_생성형 AI 모델링(비전 트랜스포머의 구현과 데이터 적용),500034831709,AIG20240000498227,2,,1000,,,2336960,2336960,40,K-디지털 트레이닝,
이스트소프트 프론티어 iOS 앱 개발자 양성과정,500035988371,AIG20240000498338,1,,00,,,13213200,13213200,40,K-디지털 트레이닝,
[DGB대구은행] iM DiGital Banker Academy(데이터분석 전문가 양성 과정),500020055650,AIG20240000459019,5,,758,,,17641800,17641800,40,K-디지털 트레이닝,
[DGB대구은행] iM DiGital Banker Academy(데이터분석 전문가 양성 과정),500020055650,AIG20240000459019,4,,758,,,17641800,17641800,40,K-디지털 트레이닝,
AI/빅데이터를 활용한 사이버보안 위협 탐지기술 개발자 양성과정,500020055650,AIG20230000455743,3,,730,,,14520000,14520000,40,K-디지털 트레이닝,
융합_[정림] 아카데미 디지털 유닛,500037517077,AIG20240000459279,3,,926,,,10890000,10890000,40,K-디지털 트레이닝,
[KB] IT's Your Life,500020039927,AIG20240000459022,17,,775,,,17424000,17424000,40,K-디지털 트레이닝,
[KB] IT's Your Life,500020039927,AIG20240000459022,20,,775,,,17424000,17424000,40,K-디지털 트레이닝,
[아이펠]딥러닝 개발자 도약 과정,500037143258,AIG20240000459187,5,,871,,,15246000,15246000,40,K-디지털 트레이닝,
재직자_INNER CIRCLE : 개발 Course,500033945638,AIG20240000459370,3,,810,,,4646400,4646400,40,K-디지털 트레이닝,
재직자_INNER CIRCLE : 기획/디자인 Course,500033945638,AIG20240000459368,3,,733,,,4646400,4646400,40,K-디지털 트레이닝,
[세일즈포스] 청년 CRM101,500037517077,AIG20230000455783,4,,826,,,13213200,13213200,40,K-디지털 트레이닝,
[스마트훈련]데이터 사이언티스트 실무과정,500037143258,AIG20230000455611,4,,889,,,15246000,15246000,40,K-디지털 트레이닝,
[인텔] AI For Future Workforce를 활용한 인공지능 인재 양성과정,500020055650,AIG20230000412839,6,,835,,,16879500,16879500,40,K-디지털 트레이닝,
[스마트훈련] IT 스타트업 실무형 멀티플랫폼 프론트엔드 개발 부트캠프,500042311334,AIG20230000455720,12,,910,,,17424000,17424000,40,K-디지털 트레이닝,
[스마트훈련] IT 스타트업 실무형 백엔드 개발 부트캠프,500042311334,AIG20230000455718,11,,872,,,17424000,17424000,40,K-디지털 트레이닝,
[인텔] AI For Future Workforce를 활용한 인공지능 인재 양성과정,500020055650,AIG20230000412839,7,,835,,,16879500,16879500,40,K-디지털 트레이닝,
[스마트훈련]자바스크립트 웹 풀스택 개발자 실무과정,500037143258,AIG20230000455612,4,,908,,,12051600,12051600,40,K-디지털 트레이닝,
[신한투자증권] 프로디지털아카데미,500020055650,AIG20230000455728,4,,910,,,17605500,17605500,40,K-디지털 트레이닝,
[스마트훈련]초거대/생성 모델 활용 AI서비스 개발자 실무과정,500037143258,AIG20230000455717,4,,913,,,10962600,10962600,40,K-디지털 트레이닝,
"데이터 엔지니어 부트캠프(하둡, 스파크)",500020039927,AIG20240000459233,4,,674,,,17424000,17424000,40,K-디지털 트레이닝,
[DGB대구은행] iM DiGital Banker Academy(데이터분석 전문가 양성 과정),500020055650,AIG20240000459019,6,,758,,,17641800,17641800,40,K-디지털 트레이닝,
[아이펠]생성형AI를 활용한 프로덕트 데이터 분석 과정,500037143258,AIG20240000498265,2,,00,,,15246000,15246000,40,K-디지털 트레이닝,
[스마트훈련] IT 스타트업 실무형 멀티플랫폼 프론트엔드 개발 부트캠프,500042311334,AIG20230000455720,13,,910,,,17424000,17424000,40,K-디지털 트레이닝,
[스마트훈련] IT 스타트업 실무형 백엔드 개발 부트캠프,500042311334,AIG20230000455718,12,,872,,,17424000,17424000,40,K-디지털 트레이닝,
재직자_[아이펠]서비스 개발자를 위한 LLM 역량 강화 과정,500037143258,AIG20240000498389,1,,00,,,3702600,3702600,45,K-디지털 트레이닝,
재직자_[아이펠]서비스 개발자를 위한 LLM 역량 강화 과정,500037143258,AIG20240000498389,2,,00,,,3702600,3702600,45,K-디지털 트레이닝,
데이터 분석 기반 디지털 마케팅,500020045827,AIG20230000412641,7,,808,,,9075000,9075000,45,K-디지털 트레이닝,
재직자_[아이펠]서비스 개발자를 위한 LLM 역량 강화 과정,500037143258,AIG20240000498389,3,,00,,,3702600,3702600,45,K-디지털 트레이닝,
데이터 분석 기반 디지털 마케팅,500020045827,AIG20230000412641,8,,808,,,9075000,9075000,45,K-디지털 트레이닝,
AI 시스템반도체 설계,500020051182,AIG20240000459005,2,,00,,,17787000,17787000,48,K-디지털 트레이닝,
클라우드기반 스마트 융합보안 과정,500020056274,AIG20240000498287,1,,00,,,17424000,17424000,50,K-디지털 트레이닝,
엘리스 QA 자동화 엔지니어 트랙,500038398274,AIG20240000498101,1,,00,,,11979000,11979000,50,K-디지털 트레이닝,
심화_다양한 AI워크로드 최적화를 위한 클라우드 엔지니어링 전문가 과정,500039727504,AIG20240000498205,1,,714,,,5082880,5082880,50,K-디지털 트레이닝,
심화_엔드 투 엔드 AI 통합 풀스택 개발 전문가 과정,500039727504,AIG20240000498204,1,,882,,,5082880,5082880,50,K-디지털 트레이닝,
엘리스 AI 사업개발자 트랙,500038398274,AIG20240000498097,1,,00,,,12432750,12432750,50,K-디지털 트레이닝,
융합_[Oracle] 오라클 아카데미 바이오헬스 융합 데이터 분석가 트랙,500037517077,AIG20240000501255,1,,00,,,17424000,17424000,50,K-디지털 트레이닝,
React 기반 프론트엔드 개발자 취업 특화 과정,500039727504,AIG20240000459358,3,,797,,,19021200,19021200,50,K-디지털 트레이닝,
프로덕트 매니지먼트 마스터 양성 과정,500039727504,AIG20240000459317,3,,829,,,19021200,19021200,50,K-디지털 트레이닝,
프로덕트 디자이너를 위한 프론트엔드 개발 융합 실무 과정,500039727504,AIG20240000459315,3,,829,,,19021200,19021200,50,K-디지털 트레이닝,
재직자_제조업 기반 CDS 전문가 과정,500039286716,AIG20240000498289,2,,881,,,5808000,5808000,50,K-디지털 트레이닝,
생성 AI 응용 서비스 개발자 양성 과정,500039727504,AIG20240000459356,3,,560,,,19021200,19021200,50,K-디지털 트레이닝,
클라우드 네이티브 엔지니어링 개발자 과정,500039727504,AIG20240000459322,3,,714,,,19021200,19021200,50,K-디지털 트레이닝,
정보 보호 전문가 양성 마스터 클래스,500039727504,AIG20230000412770,12,,833,,,19130100,19130100,50,K-디지털 트레이닝,
엘리스 자율주행 AI 엔지니어 트랙,500038398274,AIG20240000459040,3,,837,,,17442150,17442150,50,K-디지털 트레이닝,
(디지털 컨버전스) 지능형 애플리케이션 개발자 양성과정,500020056274,AIG20240000459095,3,,750,,,17424000,17424000,50,K-디지털 트레이닝,
재직자_금융데이터를 활용한 AI 개발 심화 교육,500039286716,AIG20240000459412,3,,786,,,3630000,3630000,50,K-디지털 트레이닝,
재직자_INNER CIRCLE : Business Analyst(데이터 분석) Course,500033945638,AIG20240000498342,2,,914,,,3702600,3702600,50,K-디지털 트레이닝,
심화_다양한 AI워크로드 최적화를 위한 클라우드 엔지니어링 전문가 과정,500039727504,AIG20240000498205,2,,714,,,5082880,5082880,50,K-디지털 트레이닝,
심화_엔드 투 엔드 AI 통합 풀스택 개발 전문가 과정,500039727504,AIG20240000498204,2,,882,,,5082880,5082880,50,K-디지털 트레이닝,
(MBC+) 생성형 AI & 언리얼 엔진 활용 미디어 콘텐츠 크리에이터,500039538111,AIG20240000501254,1,,00,,,18730800,18730800,50,K-디지털 트레이닝,
React 기반 프론트엔드 개발자 취업 특화 과정,500039727504,AIG20240000459358,4,,797,,,19021200,19021200,50,K-디지털 트레이닝,
프로덕트 매니지먼트 마스터 양성 과정,500039727504,AIG20240000459317,4,,829,,,19021200,19021200,50,K-디지털 트레이닝,
프로덕트 디자이너를 위한 프론트엔드 개발 융합 실무 과정,500039727504,AIG20240000459315,4,,829,,,19021200,19021200,50,K-디지털 트레이닝,
[웅진씽크빅 유데미 부트캠프] 풀스택 개발과정(JAVA),500020039927,AIG20240000459046,5,,802,,,16443900,16443900,50,K-디지털 트레이닝,
생성 AI 응용 서비스 개발자 양성 과정,500039727504,AIG20240000459356,4,,560,,,19021200,19021200,50,K-디지털 트레이닝,
클라우드 네이티브 엔지니어링 개발자 과정,500039727504,AIG20240000459322,4,,714,,,19021200,19021200,50,K-디지털 트레이닝,
정보 보호 전문가 양성 마스터 클래스,500039727504,AIG20230000412770,13,,833,,,19130100,19130100,50,K-디지털 트레이닝,
재직자_INNER CIRCLE : Business Analyst(데이터 분석) Course,500033945638,AIG20240000498342,3,,914,,,3702600,3702600,50,K-디지털 트레이닝,
카카오테크 부트캠프 - 클라우드 네이티브 과정,500020053280,AIG20240000501208,1,,00,,,18150000,18150000,54,K-디지털 트레이닝,
카카오테크 부트캠프 - 풀스택 과정,500020053280,AIG20240000459124,2,,760,,,18150000,18150000,55,K-디지털 트레이닝,
카카오테크 부트캠프 - 생성형 인공지능(AI) 과정,500020053280,AIG20240000459123,2,,778,,,18876000,18876000,55,K-디지털 트레이닝,
클라우드기반 스마트 융합보안 과정,500020056274,AIG20240000498287,2,,00,,,17424000,17424000,55,K-디지털 트레이닝,
더존 AX* 서비스 아키텍트 양성과정(*AI Transformation),500020029032,AIG20240000501242,1,,00,,,17424000,17424000,55,K-디지털 트레이닝,
[Microsoft] Data School,500037517077,AIG20240000501214,1,,00,,,17351400,17351400,55,K-디지털 트레이닝,
이스트소프트 프론티어 iOS 앱 개발자 양성과정,500035988371,AIG20240000498338,2,,00,,,13213200,13213200,55,K-디지털 트레이닝,
LG CNS AM Inspire Camp,500020021085,AIG20240000498335,2,,00,,,17424000,17424000,58,K-디지털 트레이닝,
프로그래머스 데브코스: 생성형 AI활용 백엔드 개발,500036172479,AIG20240000498288,1,,00,,,17424000,17424000,60,K-디지털 트레이닝,
클라우드 기반 Node.js 백엔드 엔지니어 부트캠프,500042496680,AIG20240000498130,1,,00,,,22687500,22687500,60,K-디지털 트레이닝,
스타트업 맞춤형 프로덕트 디자이너 양성 과정,500042311334,AIG20240000498072,2,,00,,,13068000,13068000,60,K-디지털 트레이닝,
"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",500036172479,AIG20230000455748,7,,695,,,15881250,15881250,60,K-디지털 트레이닝,
데이터분석 데브코스,500036172479,AIG20230000455746,7,,806,,,10236600,10236600,60,K-디지털 트레이닝,
데이터 중심 그로스 마케팅 과정,500037933544,AIG20240000498384,1,,00,,,11035200,11035200,60,K-디지털 트레이닝,
[스마트훈련][스타트업트랙] IT 스타트업 실무형 사업 개발자(BD) 부트캠프,500042311334,AIG20230000455719,8,,778,,,12487200,12487200,60,K-디지털 트레이닝,
데이터 분석 부트캠프,500033945638,AIG20230000412656,10,,872,,,10890000,10890000,60,K-디지털 트레이닝,
참여기업 프로젝트 기반 백엔드 개발자 양성과정,500037933544,AIG20240000498374,2,,00,,,17424000,17424000,60,K-디지털 트레이닝,
Spring 기반 백엔드 개발자 성장 과정,500039727504,AIG20240000459357,3,,738,,,19021200,19021200,60,K-디지털 트레이닝,
프로그래머스 데브코스: 클라우드 기반 프론트엔드 엔지니어링,500036172479,AIG20240000459391,5,,699,,,14520000,14520000,60,K-디지털 트레이닝,
스타트업 맞춤형 프로덕트 디자이너 양성 과정,500042311334,AIG20240000498072,3,,00,,,13068000,13068000,60,K-디지털 트레이닝,
"딥러닝 모델(자연어처리, 컴퓨터비전) 기반 AI 엔지니어 부트캠프",500042496680,AIG20240000498115,2,,00,,,22687500,22687500,60,K-디지털 트레이닝,
AI 융합 백엔드 개발 부트캠프,500033945638,AIG20240000459207,3,,736,,,17424000,17424000,60,K-디지털 트레이닝,
UXUI 디자인 부트캠프,500033945638,AIG20230000455753,6,,794,,,15972000,15972000,60,K-디지털 트레이닝,
멋쟁이사자처럼 백엔드/JAVA 스쿨(심화),500037933544,AIG20230000455523,4,,698,,,5000940,5000940,60,K-디지털 트레이닝,
멋쟁이사자처럼 프론트엔드 스쿨(심화),500037933544,AIG20230000455522,4,,821,,,5000940,5000940,60,K-디지털 트레이닝,
클라우드 커리어의 시작: AWS 기반 DevOps 엔지니어 교육,500037933544,AIG20240000459351,3,,764,,,14520000,14520000,60,K-디지털 트레이닝,
[스마트훈련][스타트업트랙] IT 스타트업 실무형 사업 개발자(BD) 부트캠프,500042311334,AIG20230000455719,9,,778,,,12487200,12487200,60,K-디지털 트레이닝,
"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",500036172479,AIG20230000455748,8,,695,,,15881250,15881250,60,K-디지털 트레이닝,
데이터분석 데브코스,500036172479,AIG20230000455746,8,,806,,,10236600,10236600,60,K-디지털 트레이닝,
프로그래머스 데브코스: 생성형 AI활용 백엔드 개발,500036172479,AIG20240000498288,2,,00,,,17424000,17424000,60,K-디지털 트레이닝,
데이터 엔지니어링,500036172479,AIG20230000412876,6,,887,,,10635900,10635900,60,K-디지털 트레이닝,
스타트업 맞춤형 프로덕트 디자이너 양성 과정,500042311334,AIG20240000498072,4,,00,,,13068000,13068000,60,K-디지털 트레이닝,
클라우드 기반 Node.js 백엔드 엔지니어 부트캠프,500042496680,AIG20240000498130,2,,00,,,22687500,22687500,60,K-디지털 트레이닝,
데이터 분석 부트캠프,500033945638,AIG20230000412656,11,,872,,,10890000,10890000,60,K-디지털 트레이닝,
데이터 중심 그로스 마케팅 과정,500037933544,AIG20240000498384,2,,00,,,11035200,11035200,60,K-디지털 트레이닝,
